typeIndex,namespace,typeName,fullName,fieldStart,fieldCount,methodStart,methodCount,fields,methods,flags,bitfield,token,metadataConfidence,evidence
6096,,IdBuilder,IdBuilder,4294967295,0,44864,5,,BuildCoverImageId;BuildBlurImageId;BuildLowResImageId;BuildBackgroundImageId;BuildBlurBackgroundImageId,1048961,3072,33554898,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6099,,SortBySongBase,SortBySongBase,30499,1,44871,1,songData,.ctor,1048577,3072,33554901,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6104,,<MusicInfoAnimation>d__7,<MusicInfoAnimation>d__7,30511,3,44886,6,<>1__state;<>2__current;<>4__this,.ctor;System.IDisposable.Dispose;MoveNext;System.Collections.Generic.IEnumerator<System.Object>.get_Current;System.Collections.IEnumerator.Reset;System.Collections.IEnumerator.get_Current,1048835,3072,33554907,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6106,,D321UnlockControl,D321UnlockControl,30503,6,44876,7,player;info;charterText;illustratorText;difficultyText;levelNameText,Start;MusicInfoAnimation;.ctor;<Start>b__6_1;<Start>b__6_2;<Start>b__6_3;<MusicInfoAnimation>b__7_0,1048577,3072,33554905,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6108,,<MusicInfoAnimation>d__17,<MusicInfoAnimation>d__17,30532,3,44917,6,<>1__state;<>2__current;<>4__this,.ctor;System.IDisposable.Dispose;MoveNext;System.Collections.Generic.IEnumerator<System.Object>.get_Current;System.Collections.IEnumerator.Reset;System.Collections.IEnumerator.get_Current,1048835,3072,33554911,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6111,,<UnlockAnimation>d__16,<UnlockAnimation>d__16,30541,3,44935,6,<>1__state;<>2__current;<>4__this,.ctor;System.IDisposable.Dispose;MoveNext;System.Collections.Generic.IEnumerator<System.Object>.get_Current;System.Collections.IEnumerator.Reset;System.Collections.IEnumerator.get_Current,1048835,3072,33554914,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6112,,DFUnlockControl,DFUnlockControl,30517,13,44898,16,dfUnlockShaderVariantCollection;player;touch2Start;startButton;blackMask;postProcessingManager;bloomSettings;info;charterText;illustratorText;difficultyText;levelNameText;_isPlaying,Start;StartAnimation;PostEffectWiggle;UnlockAnimation;MusicInfoAnimation;.ctor;<Start>b__13_0;<Start>b__13_1;<UnlockAnimation>b__16_0;<UnlockAnimation>b__16_1;<UnlockAnimation>b__16_2;<UnlockAnimation>b__16_3;<UnlockAnimation>b__16_4;<UnlockAnimation>b__16_5;<UnlockAnimation>b__16_6;<MusicInfoAnimation>b__17_0,1048577,3072,33554909,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6114,,<StartLevel>d__16,<StartLevel>d__16,30562,3,44957,6,<>1__state;<>2__current;<>4__this,.ctor;System.IDisposable.Dispose;MoveNext;System.Collections.Generic.IEnumerator<System.Object>.get_Current;System.Collections.IEnumerator.Reset;System.Collections.IEnumerator.get_Current,1048835,3072,33554917,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6115,,<UnlockAnimation>d__18,<UnlockAnimation>d__18,30565,4,44963,6,<>1__state;<>2__current;<>4__this;<t>5__2,.ctor;System.IDisposable.Dispose;MoveNext;System.Collections.Generic.IEnumerator<System.Object>.get_Current;System.Collections.IEnumerator.Reset;System.Collections.IEnumerator.get_Current,1048835,3072,33554918,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6116,,IgalltaUnlock,IgalltaUnlock,30544,15,44941,10,songsDifficulty;songsId;cutIn;startButton;loopVideoPlayer;mainVideoPlayer;loopAudioSource;mainAudioSource;songInfoCanvas;difficultyText;levelNameText;charterText;mainCamera;_gameInformation;screenSize,WaitingForVideoOver;StartLevel;PlayUnlockVideo;UnlockAnimation;PlayLoopVideo;Start;.ctor;<UnlockAnimation>b__18_0;<UnlockAnimation>b__18_1;<PlayLoopVideo>b__19_0,1048577,3072,33554915,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6126,,RrharilEventLevelStart001Control,RrharilEventLevelStart001Control,30598,8,45015,5,speed;lerpSpeed;levelSelect001;cutOut;_targetSpeed;_targetLerpSpeed;_nowSpeed;_leaveTime,Start;Update;Play;TurnToNextScene;.ctor,1048577,3072,33554927,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6128,,RrharilEventLevelStart100Control,RrharilEventLevelStart100Control,30610,9,45026,5,previewClipPlayer;songId;songInfo;_nowLevel;_uiSetOver;_screenW;_camera;cutout;_leaveTime,Start;Update;Play;GameStart;.ctor,1048577,3072,33554929,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6130,,RrharilEventLevelStart150Control,RrharilEventLevelStart150Control,30622,13,45037,6,previewClipPlayer;songId;songInfo;coverMask;shadow;difficulty;level;cutout;_uiSetOver;_screenW;_camera;_nowLevel;_leaveTime,Start;Update;SetLevel;Play;GameStart;.ctor,1048577,3072,33554931,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6134,,RrharilUnlockControl,RrharilUnlockControl,30644,10,45052,8,cutout;background;unlockVideo;animator;songId;songInfoCanvas;difficultyText;levelNameText;charterText;_leaveTime,Start;PlayUnlockVideo;PlayVideo;Play;GameStart;.ctor;<PlayVideo>b__11_0;<PlayVideo>b__11_1,1048577,3072,33554934,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6136,,<PlayUnlock>d__18,<PlayUnlock>d__18,30687,5,45082,6,<>1__state;<>2__current;<>4__this;<originalSize>5__2;<targetSize>5__3,.ctor;System.IDisposable.Dispose;MoveNext;System.Collections.Generic.IEnumerator<System.Object>.get_Current;System.Collections.IEnumerator.Reset;System.Collections.IEnumerator.get_Current,1048835,3072,33554939,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6137,,<StartLevel>d__20,<StartLevel>d__20,30692,3,45088,6,<>1__state;<>2__current;<>4__this,.ctor;System.IDisposable.Dispose;MoveNext;System.Collections.Generic.IEnumerator<System.Object>.get_Current;System.Collections.IEnumerator.Reset;System.Collections.IEnumerator.get_Current,1048835,3072,33554940,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6149,Phigros2.VisionReplay,Inspector,Phigros2.VisionReplay.Inspector,30741,1,45143,2,text,Start;.ctor,1048577,3072,33554951,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6152,,C8Unlock,C8Unlock,30761,2,45191,7,C8UnlockDict;<SelectMusicXPosition>k__BackingField,get_SelectMusicXPosition;set_SelectMusicXPosition;ContainsKey;GetValue;SetValue;Reset;.cctor,1048962,3080,33554955,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6153,Phigros2.VisionReplay,VisionReplay,Phigros2.VisionReplay.VisionReplay,30742,3,45145,12,<IsOn>k__BackingField;<IsSimulateMode>k__BackingField;IsVisionReplayOn,get_IsOn;set_IsOn;get_IsSimulateMode;set_IsSimulateMode;TurnOn;TurnOff;BootSimulateMode;ExitSimulateMode;InitC8ReplayProcess;RecoverC8SecondPhase;ResetC8Process;.ctor,1048577,3072,33554952,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6154,Phigros2.Utils,TrueRandom,Phigros2.Utils.TrueRandom,4294967295,0,45198,7,,RandomInt;RandomInt;RandomInt;RandomFloat;RandomFloat;RandomFloat;.ctor,1048577,3072,33554956,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6155,Phigros2.Utils.MultiLanguageText,MultiLanguageTextString,Phigros2.Utils.MultiLanguageText.MultiLanguageTextString,30763,6,45205,4,code;chinese;chineseTraditional;english;japanese;korean,get_LocaleText;GetDefaultText;set_NewString;.ctor,1056769,3072,33554957,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6156,Phigros2.Utils.Addressable,AddressableUtils,Phigros2.Utils.Addressable.AddressableUtils,4294967295,0,45209,1,,IsAddressableResourceExists,1048961,3072,33554958,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6157,Phigros2.SaturnOS,PopupControl,Phigros2.SaturnOS.PopupControl,30769,10,45210,9,popupStateControl;popupCamera;yes;no;popupText;yesText;noText;popupTextMultiLanguage;yesTextMultiLanguage;noTextMultiLanguage,OnEnable;OnDisable;OnOpenPopupEvent;Start;OnClickYes;OnClickNo;Show;Hide;.ctor,1048577,3072,33554959,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6158,Phigros2.SaturnOS,PopupEventHandler,Phigros2.SaturnOS.PopupEventHandler,30779,3,45219,9,OpenPopupEvent;TurnOnEvent;TurnOffManualEvent,add_OpenPopupEvent;remove_OpenPopupEvent;CallOpenPopupEvent;add_TurnOnEvent;remove_TurnOnEvent;CallTurnOnEvent;add_TurnOffManualEvent;remove_TurnOffManualEvent;CallTurnOffManualEvent,1048961,3072,33554960,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6159,Phigros2.SaturnOS,VisionReplayButton,Phigros2.SaturnOS.VisionReplayButton,30782,10,45228,9,button;offBackground;onBackground;overlayObject;replayOverlayText;statusOverlayText;baseObject;replayBaseText;statusBaseText;replayTextTitle,OnEnable;OnDisable;OnTurnOnEvent;Start;TurnOn;TurnOff;ToggleStyle;OnClick;.ctor,1048577,3072,33554961,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6160,Phigros2.LevelSceneAssets.Mods.QZK,QzkLevelEffect,Phigros2.LevelSceneAssets.Mods.QZK.QzkLevelEffect,30792,7,45237,3,progressControl;canvas;animator;whiteFadeAnimator;blackBgAnimator;isPlayed;nowTime,Start;Update;.ctor,1048577,3072,33554962,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6161,Phigros2.ChapterSelector.Promotions.Scripts,PromoAprilFool2026Text,Phigros2.ChapterSelector.Promotions.Scripts.PromoAprilFool2026Text,30799,6,45240,5,contentTextZhHans;contentTextZhHant;contentTextEn;contentTextJp;contentTextKr;<ContentText>k__BackingField,get_ContentText;set_ContentText;SetPromotion;SetContentText;.ctor,1048577,3072,33554963,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6162,Phigros2.ChapterSelector.Banners,BackgroundSwitcher,Phigros2.ChapterSelector.Banners.BackgroundSwitcher,30805,1,45245,5,translucentImageSource,OnEnable;OnDisable;EnableBackground;DisableBackground;.ctor,1048577,3072,33554964,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6163,,<OnBannerClicked>d__17,<OnBannerClicked>d__17,30820,4,45261,2,<>1__state;<>t__builder;<>4__this;<>u__1,MoveNext;SetStateMachine,1048835,3073,33554966,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6164,Phigros2.ChapterSelector.Banners,Banner,Phigros2.ChapterSelector.Banners.Banner,30806,14,45250,11,promotion;promoMsgBoxes;selectDisplayLanguage;displayStartDate;displayEndDate;imageContainer;imageDefault;imageEn;imageJp;imageKr;imageZhHans;imageZhHant;show;hide,Init;Show;Hide;OnBannerClicked;OnActivate;OnDispose;IsBannerDisplayedInCurLanguage;IsBannerDisplayedInCurDate;SetBannerImage;.ctor;<IsBannerDisplayedInCurDate>g__CheckStartDate|21_0,1048577,3072,33554965,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6165,Phigros2.ChapterSelector.Banners,DisplayLanguage,Phigros2.ChapterSelector.Banners.DisplayLanguage,30824,8,4294967295,0,value__;None;ChineseSimplified;ChineseTraditional;English;Japanese;Korean;Others,,257,3091,33554967,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6167,Phigros2.ChapterSelector.Banners,BannersCollapseController,Phigros2.ChapterSelector.Banners.BannersCollapseController,30832,8,45263,10,button;banners;show;hide;displayedTime;CollapsingTime;isBannersDisplayed;isReadPromoOnce,OnEnable;OnDisable;Start;Update;OnClick;OnAllBannersRead;TryAutoCollapse;DisplayBanners;CollapseBanners;.ctor,1048577,3072,33554968,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6169,,<UpdateBannerCoroutine>d__12,<UpdateBannerCoroutine>d__12,30851,3,45292,6,<>1__state;<>2__current;<>4__this,.ctor;System.IDisposable.Dispose;MoveNext;System.Collections.Generic.IEnumerator<System.Object>.get_Current;System.Collections.IEnumerator.Reset;System.Collections.IEnumerator.get_Current,1048835,3072,33554972,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6170,Phigros2.ChapterSelector.Banners,BannersSliderController,Phigros2.ChapterSelector.Banners.BannersSliderController,30843,6,45277,12,banners;activateBanners;displayedTime;SlideLimitedTime;lastShowBannerIndex;shouldUpdateBanners,OnEnable;OnDisable;Awake;Start;Update;ResetBanner;UpdateBannerCoroutine;UpdateBanner;UpdateActivateBanners;OnDisplayBanners;OnCollapseBanners;.ctor,1048577,3072,33554970,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6172,Phigros2.ChapterSelector.Banners,CosmicRadio2025,Phigros2.ChapterSelector.Banners.CosmicRadio2025,30854,5,45298,20,<ExternalLink>k__BackingField;<ImageContainer>k__BackingField;<ImageDefault>k__BackingField;<ImageZhHans>k__BackingField;<OkTextZhHans>k__BackingField,get_ExternalLink;set_ExternalLink;get_ImageContainer;set_ImageContainer;get_ImageDefault;set_ImageDefault;get_ImageZhHans;set_ImageZhHans;get_OkTextZhHans;set_OkTextZhHans;SetPromotion;DisplayPromotion;JumpToExternalLink;OnOkButtonClicked;SetOkButtonText;OnCancelButtonClicked;SetCancelButtonText;SetImage;.ctor;<>n__0,1048577,3072,33554973,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6174,Phigros2.ChapterSelector.Banners,CosmicRadio2025Global,Phigros2.ChapterSelector.Banners.CosmicRadio2025Global,30863,11,45320,32,<ExternalLink>k__BackingField;<ImageContainer>k__BackingField;<ImageDefault>k__BackingField;<ImageZhHant>k__BackingField;<ImageEn>k__BackingField;<ImageJp>k__BackingField;<ImageKr>k__BackingField;<OkTextZhHant>k__BackingField;<OkTextEn>k__BackingField;<OkTextJp>k__BackingField;<OkTextKr>k__BackingField,get_ExternalLink;set_ExternalLink;get_ImageContainer;set_ImageContainer;get_ImageDefault;set_ImageDefault;get_ImageZhHant;set_ImageZhHant;get_ImageEn;set_ImageEn;get_ImageJp;set_ImageJp;get_ImageKr;set_ImageKr;get_OkTextZhHant;set_OkTextZhHant;get_OkTextEn;set_OkTextEn;get_OkTextJp;set_OkTextJp;get_OkTextKr;set_OkTextKr;SetPromotion;DisplayPromotion;JumpToExternalLink;OnOkButtonClicked;SetOkButtonText;OnCancelButtonClicked;SetCancelButtonText;SetImage;.ctor;<>n__0,1048577,3072,33554975,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6175,Phigros2.ChapterSelector.Banners,IPromotionProperties,Phigros2.ChapterSelector.Banners.IPromotionProperties,4294967295,0,4294967295,0,,,161,3072,33554977,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6176,Phigros2.ChapterSelector.Banners,IWithFilledImageContent,Phigros2.ChapterSelector.Banners.IWithFilledImageContent,4294967295,0,45354,5,,get_ImageContainer;set_ImageContainer;get_ImageDefault;set_ImageDefault;SetImage,161,3072,33554978,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6177,Phigros2.ChapterSelector.Banners,IWithOkButton,Phigros2.ChapterSelector.Banners.IWithOkButton,4294967295,0,45359,2,,OnOkButtonClicked;SetOkButtonText,161,3072,33554979,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6178,Phigros2.ChapterSelector.Banners,IWithCancelButton,Phigros2.ChapterSelector.Banners.IWithCancelButton,4294967295,0,45361,2,,OnCancelButtonClicked;SetCancelButtonText,161,3072,33554980,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6179,Phigros2.ChapterSelector.Banners,IWithContentText,Phigros2.ChapterSelector.Banners.IWithContentText,4294967295,0,45363,3,,get_ContentText;set_ContentText;SetContentText,161,3072,33554981,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6180,Phigros2.ChapterSelector.Banners,IWithExternalLink,Phigros2.ChapterSelector.Banners.IWithExternalLink,4294967295,0,45366,3,,get_ExternalLink;set_ExternalLink;JumpToExternalLink,161,3072,33554982,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6181,Phigros2.ChapterSelector.Banners,IWithExternalApp,Phigros2.ChapterSelector.Banners.IWithExternalApp,4294967295,0,45369,7,,get_TapTapUrl;set_TapTapUrl;get_PackageName;set_PackageName;get_AppStoreId;set_AppStoreId;OpenExternalApp,161,3072,33554983,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6182,Phigros2.ChapterSelector.Banners,IWithEnButton,Phigros2.ChapterSelector.Banners.IWithEnButton,4294967295,0,45376,2,,get_OkTextEn;set_OkTextEn,161,3072,33554984,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6183,Phigros2.ChapterSelector.Banners,IWithJpButton,Phigros2.ChapterSelector.Banners.IWithJpButton,4294967295,0,45378,2,,get_OkTextJp;set_OkTextJp,161,3072,33554985,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6184,Phigros2.ChapterSelector.Banners,IWithKrButton,Phigros2.ChapterSelector.Banners.IWithKrButton,4294967295,0,45380,2,,get_OkTextKr;set_OkTextKr,161,3072,33554986,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6185,Phigros2.ChapterSelector.Banners,IWithZhHansButton,Phigros2.ChapterSelector.Banners.IWithZhHansButton,4294967295,0,45382,2,,get_OkTextZhHans;set_OkTextZhHans,161,3072,33554987,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6186,Phigros2.ChapterSelector.Banners,IWithZhHantButton,Phigros2.ChapterSelector.Banners.IWithZhHantButton,4294967295,0,45384,2,,get_OkTextZhHant;set_OkTextZhHant,161,3072,33554988,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6187,Phigros2.ChapterSelector.Banners,IWithImageEn,Phigros2.ChapterSelector.Banners.IWithImageEn,4294967295,0,45386,2,,get_ImageEn;set_ImageEn,161,3072,33554989,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6188,Phigros2.ChapterSelector.Banners,IWithImageJp,Phigros2.ChapterSelector.Banners.IWithImageJp,4294967295,0,45388,2,,get_ImageJp;set_ImageJp,161,3072,33554990,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6189,Phigros2.ChapterSelector.Banners,IWithImageKr,Phigros2.ChapterSelector.Banners.IWithImageKr,4294967295,0,45390,2,,get_ImageKr;set_ImageKr,161,3072,33554991,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
